DATAFLOW,MONTH: Month,TEMPERATURE: Temperature,SPECIFICATION: Specification,FREQ: Frequency,YEARS: Year,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,NOTE_TEMPERATURE_2: Note Temperature 2,NOTE_TEMPERATURE_1: Note Temperature 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_A2101(1.0),SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1984: 1984,2021,-0.39,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1984: 1984,2021,3.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2014: 2014,2021,8.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S02: Clervaux,A: Annual,1973: 1973,2021,29.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1995: 1995,2021,13.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1961-1990: 1961-1990,2021,20.57,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1976: 1976,2021,23,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1994: 1994,2021,11.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,A: Annual,1979: 1979,2021,17.89,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T02: Minimum temperatures,S02: Clervaux,A: Annual,1977: 1977,2021,-2.52,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S02: Clervaux,A: Annual,2000: 2000,2021,8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1971-2000: 1971-2000,2021,1.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1970: 1970,2021,-7.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,A: Annual,1967: 1967,2021,19.58,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T01: Maximum temperatures,S02: Clervaux,A: Annual,1988: 1988,2021,21.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S02: Clervaux,A: Annual,1977: 1977,2021,4.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1991: 1991,2021,22,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2012: 2012,2021,15,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1995: 1995,2021,22,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2013: 2013,2021,1.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S02: Clervaux,A: Annual,1989: 1989,2021,1.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,2010: 2010,2021,19.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S02: Clervaux,A: Annual,2020: 2020,2021,33.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1970: 1970,2021,31.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1968: 1968,2021,7.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S02: Clervaux,A: Annual,2011: 2011,2021,8.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S02: Clervaux,A: Annual,1981-2010: 1981-2010,2021,4.01,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T02: Minimum temperatures,S02: Clervaux,A: Annual,1994: 1994,2021,-5.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1951-1980: 1951-1980,2021,-1.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2016: 2016,2021,-7.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2002: 2002,2021,18.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2014: 2014,2021,5.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S02: Clervaux,A: Annual,1979: 1979,2021,27.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T01: Maximum temperatures,S02: Clervaux,A: Annual,1980: 1980,2021,27.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T02: Minimum temperatures,S02: Clervaux,A: Annual,2017: 2017,2021,-4.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1991-2020: 1991-2020,2021,4.2548275862069,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1977: 1977,2021,31,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1971-2000: 1971-2000,2021,25.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S02: Clervaux,A: Annual,1973: 1973,2021,8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1968: 1968,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1961: 1961,2021,25,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1967: 1967,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,A: Annual,1994: 1994,2021,20.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S02: Clervaux,A: Annual,1972: 1972,2021,30,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T01: Maximum temperatures,S02: Clervaux,A: Annual,1991-2020: 1991-2020,2021,29.9913333333333,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T02: Minimum temperatures,S02: Clervaux,A: Annual,2000: 2000,2021,-5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1973: 1973,2021,-2.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,2019: 2019,2021,14.86,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2014: 2014,2021,0.23,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S02: Clervaux,A: Annual,1971-2000: 1971-2000,2021,13.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S02: Clervaux,A: Annual,1991: 1991,2021,10.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S02: Clervaux,A: Annual,1978: 1978,2021,0.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1951-1980: 1951-1980,2021,23.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2001: 2001,2021,31.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2016: 2016,2021,0.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2004: 2004,2021,5.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S02: Clervaux,A: Annual,1976: 1976,2021,-1.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S02: Clervaux,A: Annual,1983: 1983,2021,-4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2001: 2001,2021,11.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1967: 1967,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2019: 2019,2021,-9.54,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2007: 2007,2021,-0.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,2007: 2007,2021,22.64,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T01: Maximum temperatures,S02: Clervaux,A: Annual,1972: 1972,2021,26.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1975: 1975,2021,14,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1989: 1989,2021,29.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1989: 1989,2021,16.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1987: 1987,2021,3.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2017: 2017,2021,5.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T01: Maximum temperatures,S02: Clervaux,A: Annual,2020: 2020,2021,34.81,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S02: Clervaux,A: Annual,2010: 2010,2021,-2.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,2019: 2019,2021,23.17,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,2007: 2007,2021,32.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1983: 1983,2021,23.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1968: 1968,2021,-3.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1995: 1995,2021,-2.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S02: Clervaux,A: Annual,2019: 2019,2021,37.58,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S02: Clervaux,A: Annual,2017: 2017,2021,-12.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL07: June,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2011: 2011,2021,7.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1973: 1973,2021,3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1996: 1996,2021,-2.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1984: 1984,2021,32,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1993: 1993,2021,18.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1969: 1969,2021,-1.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1978: 1978,2021,8.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1978: 1978,2021,27.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T01: Maximum temperatures,S02: Clervaux,A: Annual,1991-2020: 1991-2020,2021,9.62533333333334,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1981: 1981,2021,14.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1975: 1975,2021,-2.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1986: 1986,2021,-5.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,A: Annual,1972: 1972,2021,18.57,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1993: 1993,2021,0.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1993: 1993,2021,-2.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S02: Clervaux,A: Annual,1971: 1971,2021,14,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S02: Clervaux,A: Annual,2017: 2017,2021,1.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1993: 1993,2021,19.9,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2014: 2014,2021,32.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2020: 2020,2021,7.05,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2020: 2020,2021,3.45,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1983: 1983,2021,15,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1986: 1986,2021,-6.9,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1981: 1981,2021,-5.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T01: Maximum temperatures,S02: Clervaux,A: Annual,2019: 2019,2021,22.11,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2002: 2002,2021,28.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1991: 1991,2021,-10.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1978: 1978,2021,22.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2012: 2012,2021,-15,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S02: Clervaux,A: Annual,1998: 1998,2021,-2.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1963: 1963,2021,28,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1967: 1967,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1978: 1978,2021,13,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1968: 1968,2021,-5.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T01: Maximum temperatures,S02: Clervaux,A: Annual,1971: 1971,2021,21,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1981: 1981,2021,-2.9,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2002: 2002,2021,16.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1993: 1993,2021,-9.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S02: Clervaux,A: Annual,2011: 2011,2021,27.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S02: Clervaux,A: Annual,1988: 1988,2021,10.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S02: Clervaux,A: Annual,1976: 1976,2021,-4.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S02: Clervaux,A: Annual,1983: 1983,2021,-10.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1989: 1989,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.0),SL08: July,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1972: 1972,2021,7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL13: December,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,2013: 2013,2021,-3.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1975: 1975,2021,9.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1951-1980: 1951-1980,2021,-4.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL02: January,T02: Minimum temperatures,S02: Clervaux,A: Annual,1990: 1990,2021,-4.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL09: August,T02: Minimum temperatures,S02: Clervaux,A: Annual,1961-1990: 1961-1990,2021,4.16,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL11: October,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1968: 1968,2021,22.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,A: Annual,1994: 1994,2021,23.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1995: 1995,2021,-5.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL04: March,T01: Maximum temperatures,S02: Clervaux,A: Annual,2008: 2008,2021,15.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T01: Maximum temperatures,S02: Clervaux,A: Annual,1971-2000: 1971-2000,2021,19.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL06: May,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,2001: 2001,2021,27.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S03: Grevenmacher,A: Annual,1951-1980: 1951-1980,2021,14.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,2016: 2016,2021,-2.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.0),SL03: February,T01: Maximum temperatures,S02: Clervaux,A: Annual,2020: 2020,2021,14.51,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL12: November,T01: Maximum temperatures,S02: Clervaux,A: Annual,1991: 1991,2021,12,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.0),SL08: July,T02: Minimum temperatures,S03: Grevenmacher,A: Annual,1962: 1962,2021,4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.0),SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,A: Annual,1964: 1964,2021,-1.21,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
